W_Thickness,1um,1um,1um,1um,1um,1um,1um,1um,1um,1um,1um,1um,3um,3um,3um,3um,3um,3um,3um,3um,3um,3um,3um,3um,5um,5um,5um,5um,5um,5um,5um,5um,5um,5um,5um,5um,7um,7um,7um,7um,7um,7um,7um,7um,7um,7um,7um,7um,1um,1um,1um,1um,1um,1um,1um,1um,1um,1um,1um,1um,3um,3um,3um,3um,3um,3um,3um,3um,3um,3um,3um,3um,5um,5um,5um,5um,5um,5um,5um,5um,5um,5um,5um,5um,7um,7um,7um,7um,7um,7um,7um,7um,7um,7um,7um,7um,1um,1um,1um,1um,1um,1um,1um,1um,1um,1um,1um,1um,3um,3um,3um,3um,3um,3um,3um,3um,3um,3um,3um,3um,5um,5um,5um,5um,5um,5um,5um,5um,5um,5um,5um,5um,7um,7um,7um,7um,7um,7um,7um,7um,7um,7um,7um,7um
74.5,0.0,0.0,0.0,0.0,1527656.4044231828,2748909.412031517,1819907.9005008652,1712907.3865880182,3218061.1545057073,1282146.6532744633,2828421.2987269806,3092523.0885354565,0.0,0.0,0.0,0.0,500884.84605497983,2770879.595951206,1652805.3730235265,1101030.408553782,8522430.065029863,7901345.634615042,9910863.995340157,7879373.978304883,0.0,0.0,0.0,0.0,470844.8161742378,1381905.5127766854,3923772.387859028,1444551.896022562,7481200.96810178,13241725.713540152,10557017.510518113,7281007.5404363,0.0,0.0,0.0,0.0,3897172.3813558333,2285683.379782534,1601498.7760782286,3929295.4639585023,10985185.521084122,8097263.991157859,11991453.96312165,6420230.648989164,0.0,0.0,0.0,0.0,1297739.4690853944,1368359.9897629938,2446586.5080123306,1565522.5920717116,2506259.3496711673,3065760.672380633,4775511.816592909,3311573.915481423,0.0,0.0,0.0,0.0,1314825.3246862462,2297404.403865237,2213862.425542865,2569247.34919994,6180401.457522438,5604715.00137434,8032882.530997331,5589791.736898386,0.0,0.0,0.0,0.0,835419.7832237225,1440378.936592625,2589268.243355202,1253129.6748355837,8563052.778043155,9650538.875170588,11444829.100981552,8807136.268924786,0.0,0.0,0.0,0.0,1148702.2019326184,2061425.4391234713,2501033.3099190975,2088549.4580593063,9398472.561266877,9373002.445924692,12113586.856743976,10407586.525009338,0.0,0.0,0.0,0.0,1223245.624987689,1817334.4536800366,2563543.2848136444,1844378.1211455134,2144844.0841539456,2929543.1393322186,4372576.28420777,3106488.7378395596,0.0,0.0,0.0,0.0,1569398.1103565458,1796299.0419743597,2568487.221358408,1503741.7791540453,5936824.064622726,6983887.476817543,8018108.725809144,6234595.232923264,0.0,0.0,0.0,0.0,1400111.8583878346,1804807.8269100275,2137162.315990046,1833024.0396552829,9167771.139706556,9890071.010538762,11132999.995577842,9494858.567657102,0.0,0.0,0.0,0.0,1389776.1044093054,1897372.4995674992,2377087.2428838783,1632331.3679147027,9416388.662139274,11406652.932415998,12082395.493958345,9050195.769722747
74.6,0.0,0.0,0.0,0.0,2138718.9661924564,3779750.4415433356,2729861.850751298,856453.6932940091,2502936.453504439,3419057.742065235,3985502.7391152913,4123364.118047275,0.0,0.0,0.0,0.0,1001769.6921099597,2770879.595951206,2809769.1341399946,2202060.817107564,4793866.911579298,5577420.44796356,11475737.257762287,8754859.975894315,0.0,0.0,0.0,0.0,1412534.4485227135,1842540.6837022472,2565543.484369364,2166827.844033843,8161310.147020124,7824656.103455545,10337079.645715652,7766408.043132054,0.0,0.0,0.0,0.0,866038.3069679629,914273.3519130137,2242098.28650952,1071626.035625046,10985185.521084122,14575075.184084145,9481614.76153805,11770422.856480135,0.0,0.0,0.0,0.0,892195.8849962086,1512397.8834222562,2506259.349671168,2134803.534643243,2088549.4580593063,3448980.7564282124,4068028.5845050705,3763152.176683435,0.0,0.0,0.0,0.0,1719386.963051245,1879694.5122533755,3049282.208766587,1491821.0414709328,5754166.874245028,7508203.115048644,6637697.670350427,7520810.700554193,0.0,0.0,0.0,0.0,1148702.2019326184,1337494.726836009,2284648.450019296,1670839.566447445,8980762.669655018,9506500.981511325,12288687.467874201,8932952.501337998,0.0,0.0,0.0,0.0,1879694.5122533755,1084960.757433406,2202402.466943683,2401831.876768202,11278167.073520252,8150436.909499732,14271754.630071927,12235946.319943411,0.0,0.0,0.0,0.0,1301325.1329656267,1713486.7706126058,2470885.093796284,1911446.4164598957,2275627.2600169913,2746446.693123955,4131960.1319458624,3230748.2873531426,0.0,0.0,0.0,0.0,1307831.7586304548,2142953.2430571304,2526552.7361117406,1630818.5492234011,5830333.946871645,6325030.167683812,8321232.34837022,6377919.261266327,0.0,0.0,0.0,0.0,1349198.6999010043,1752494.5565648093,2557728.3942370834,1668257.8338435723,9530338.359920938,8536692.872254511,11277584.411104828,8448593.160752738,0.0,0.0,0.0,0.0,1258665.1511631443,1734740.571033142,2333709.7384516904,1612664.7249277788,9939521.365591455,10344654.211122094,13103854.050210861,9834894.824901018
74.7,0.0,0.0,0.0,0.0,1527656.4044231828,3092523.0885354565,2729861.850751298,1998391.9510193546,1430249.4020025365,2564293.3065489265,5785407.201941552,2748909.412031517,0.0,0.0,0.0,0.0,3005309.076329879,1385439.797975603,2975049.6714423476,1101030.408553782,3728563.153450565,7436560.597284745,8519865.539853819,6566144.981920737,0.0,0.0,0.0,0.0,1412534.4485227135,3685081.3674044944,2414629.161759401,1805689.8700282024,10881746.862693498,9630345.973483747,12096582.564135337,9708010.053915067,0.0,0.0,0.0,0.0,433019.15348398144,457136.67595650686,2402248.164117343,1071626.035625046,11671759.61615188,11336169.587621003,12270324.98551983,11770422.856480135,0.0,0.0,0.0,0.0,1378848.1859032314,1368359.9897629938,2744950.7163065174,1707842.8277145948,2506259.3496711673,3065760.672380633,4362813.26454167,2935258.697813079,0.0,0.0,0.0,0.0,1415965.7342774959,1775267.0393504105,2255633.414704051,1574699.9882193182,5754166.874245028,5393216.322077195,9258954.075202188,6301219.776139999,0.0,0.0,0.0,0.0,1984121.9851563408,1440378.936592625,2170416.027518331,1775267.0393504105,11278167.073520252,8354197.832237225,11603052.544773925,7674790.177205884,0.0,0.0,0.0,0.0,730992.3103207572,2278417.590610152,1941100.479340195,1253129.6748355837,8145342.886431294,8761719.677712211,13088243.270504987,10829515.708455663,0.0,0.0,0.0,0.0,1223245.624987689,1791372.5329131787,2764302.6986845923,1810843.9734883222,2615663.5172609095,3191109.491058309,4214931.218932727,2833117.7289096788,0.0,0.0,0.0,0.0,1150891.9475948,1796299.0419743597,2463651.0082417387,2308561.322926633,5936824.064622726,6325030.167683812,8702581.421914803,5971834.514294314,0.0,0.0,0.0,0.0,1247372.3829273437,1857121.0972552455,2368902.8080853526,1853619.815381747,8598022.650798237,9421593.962671136,11238152.297779286,9756424.919383192,0.0,0.0,0.0,0.0,970221.0540215904,1599213.9639211781,2229603.7278144406,1848664.4407708684,11090413.313186256,10698653.784886729,11454928.095117513,9364075.391794056
74.8,0.0,0.0,0.0,0.0,1222125.1235385465,687227.3530078792,2616117.606969994,1998391.9510193546,1787811.7525031709,2564293.3065489265,6042536.410916733,2061682.0590236376,0.0,0.0,0.0,0.0,1502654.5381649395,2770879.595951206,1322244.298418821,734020.272369188,6924474.427836764,6042205.485293857,9041489.960661197,6566144.981920737,0.0,0.0,0.0,0.0,470844.8161742378,2763811.025553371,1509143.226099626,2527965.8180394834,7481200.96810178,10232242.59682648,10996893.240123034,13591214.075481094,0.0,0.0,0.0,0.0,1299057.4604519445,1371410.0278695207,960899.2656469372,2500460.749791774,15104630.09149067,8906990.390273646,11712582.940723473,12305442.077229232,0.0,0.0,0.0,0.0,1622174.336356743,2016530.511229675,2237731.5622063996,2134803.534643243,2610686.8225741326,3257370.714404423,5040818.028625849,3161047.828414085,0.0,0.0,0.0,0.0,1314825.3246862462,1566412.0935444795,2506259.349671168,1823336.8284644736,5327932.290967618,6873707.07715721,8455665.822102454,7215912.969450644,0.0,0.0,0.0,0.0,1566412.0935444795,1954799.9853757054,2893888.0366911083,1879694.5122533755,8145342.886431294,8498235.725896489,13027063.53890527,7171525.247553039,0.0,0.0,0.0,0.0,1879694.5122533755,1627441.1361501089,2501033.3099190975,1461984.6206415144,11695876.965132115,9780524.291399678,12949006.639967699,11532731.014199536,0.0,0.0,0.0,0.0,910927.5930759386,1375981.8006434562,2532657.2211411907,1844378.1211455134,2223313.989671773,2694133.422778737,4131960.1319458624,3255600.1972558587,0.0,0.0,0.0,0.0,1517084.8400113273,1386616.8043310845,2778159.647591748,1821433.7043274352,6362784.5356270475,6614927.383702653,8575465.064066608,6258482.570980441,0.0,0.0,0.0,0.0,1578307.9130917408,2171000.719326555,2583477.3378032283,1956598.6940140661,7821092.893195987,8849010.90416626,11132999.995577842,8631689.606961,0.0,0.0,0.0,0.0,1625775.8202523948,1897372.4995674992,2394438.2446567533,1356998.3660977653,10567280.609734073,10973986.786703667,12315871.735387493,9677955.013865365
74.9,0.0,0.0,0.0,0.0,1527656.4044231828,1030841.0295118188,1592419.412938257,1141938.2577253454,2502936.453504439,1282146.6532744633,4371196.552578062,2405295.7355275773,0.0,0.0,0.0,0.0,0.0,923626.5319837352,1322244.298418821,1101030.408553782,4261215.032514932,5112635.410633262,9041489.960661197,5690658.984331305,0.0,0.0,0.0,0.0,1412534.4485227135,1842540.6837022472,2263714.839149439,2889103.792045124,6120982.610265093,6018966.233427342,11876644.699332878,6310206.535044794,0.0,0.0,0.0,0.0,1299057.4604519445,3199956.7316955486,1441348.8984704057,1071626.035625046,8925463.23588085,13765348.784968361,8923872.716741694,8560307.531985553,0.0,0.0,0.0,0.0,1297739.4690853944,1008265.2556148375,2237731.5622063996,1423202.3564288288,2088549.4580593063,2778345.6093449485,4539684.07256363,2558943.480144736,0.0,0.0,0.0,0.0,1415965.7342774959,2192976.9309622715,2464488.360509982,1823336.8284644736,5327932.290967618,7296704.435751499,8667057.467655016,6402852.353174515,0.0,0.0,0.0,0.0,1044274.7290296531,1131726.3073227769,2360803.3983532726,1461984.6206415144,8980762.669655018,9362463.087852063,11497570.248912344,8932952.501337998,0.0,0.0,0.0,0.0,1148702.2019326184,2061425.4391234713,2463704.454547171,1566412.0935444795,8980762.669655018,12021894.441512104,12600915.06362448,9704371.219265463,0.0,0.0,0.0,0.0,1587616.6622180645,1739448.6913794635,2347340.8391064694,1475502.4969164107,2667976.7876061276,2981856.409677437,4223228.327631414,3156192.5576449926,0.0,0.0,0.0,0.0,1255518.4882852365,1953869.133375619,2432200.1443067375,1800254.2426492092,5510863.593618404,6614927.383702653,8311454.166997283,6306257.247094796,0.0,0.0,0.0,0.0,1120089.4867102678,2171000.719326555,2325987.902141777,1421108.525126006,8080069.479063404,7912056.80843101,11264440.373329647,8945569.22903231,0.0,0.0,0.0,0.0,1573331.4389539305,1924477.8209898921,2281656.7331330655,1789664.511810096,9991834.635936674,10305320.925148245,12242910.409940884,11090413.313186256
75.0,0.0,0.0,0.0,0.0,1222125.1235385465,2061682.0590236376,2957350.338313906,2283876.515450691,1072687.0515019025,2991675.524307081,3985502.7391152913,4466977.794551215,0.0,0.0,0.0,0.0,0.0,2309066.329959338,2479208.0595352896,734020.272369188,6924474.427836764,9760485.783936229,7650491.5051748585,5252915.985536589,0.0,0.0,0.0,0.0,2354224.080871189,1842540.6837022472,1810971.871319551,722275.948011281,11561856.041611843,9028449.350141013,9457328.18650581,8737209.04852356,0.0,0.0,0.0,0.0,1299057.4604519445,3199956.7316955486,1921798.5312938744,3572086.7854168196,13731481.901355155,12145895.98673679,12270324.98551983,8025288.311236455,0.0,0.0,0.0,0.0,1378848.1859032314,1728454.7239111501,1849858.0914239571,2134803.534643243,2923969.241283029,3257370.714404423,4244899.39252703,3386836.9590150914,0.0,0.0,0.0,0.0,1921667.7822337444,1775267.0393504105,2005007.4797369342,1160305.2544773922,5754166.874245028,7402453.775400071,9385789.062533723,5589791.736898386,0.0,0.0,0.0,0.0,1566412.0935444795,1954799.9853757054,2208493.5016853195,1461984.6206415144,7309923.103207571,9794576.76882985,11972240.580289457,6919892.782726617,0.0,0.0,0.0,0.0,939847.2561266877,759472.5302033841,2090415.9008279024,1461984.6206415144,8771907.723849086,10391807.059612157,13366716.531579562,10548229.586158112,0.0,0.0,0.0,0.0,1327351.6356249393,1557715.2460114597,2633036.928076665,1576104.939887984,2275627.2600169913,2641820.1524335183,4065583.2623563707,2634302.449687947,0.0,0.0,0.0,0.0,1177048.5827674093,1733271.005413856,2358814.7951250686,1842613.1660056612,5138148.181489624,6931178.892086844,7969217.818944453,6115158.542637378,0.0,0.0,0.0,0.0,1018263.1697366071,1517084.8400113273,2523396.4694822235,1565278.9552112531,8339046.064930822,9577752.978627013,10699246.748996887,8736316.147651438,0.0,0.0,0.0,0.0,1153776.3885662155,1355266.0711196424,2073444.711858565,2005997.5846662612,10410340.79869842,10069321.209305156,12169949.084494276,11561232.746293219
75.1,0.0,0.0,0.0,0.0,1833187.6853078199,343613.6765039396,1819907.9005008652,2854845.6443133634,357562.3505006341,4701204.3953396985,5014019.5750160115,1374454.7060157584,0.0,0.0,0.0,0.0,1001769.6921099597,1847253.0639674703,2809769.1341399946,1835050.68092297,4793866.911579298,6042205.485293857,10258613.609211741,8317116.977099599,0.0,0.0,0.0,0.0,0.0,1842540.6837022472,2716457.806979327,2166827.844033843,6120982.610265093,10232242.59682648,9897203.916110732,4854005.026957533,0.0,0.0,0.0,0.0,2598114.920903889,2742820.0557390414,1921798.5312938744,714417.3570833639,10985185.521084122,11336169.587621003,12828067.030316185,9095326.75273465,0.0,0.0,0.0,0.0,1135522.03544972,2376625.245377831,2685277.8746476797,1280882.120785946,1879694.5122533755,3544785.777440107,4981861.092618529,3386836.9590150914,0.0,0.0,0.0,0.0,809123.2767299976,1879694.5122533755,2589801.32799354,1657578.9349677032,5647608.228425675,7825451.133994362,8286552.505660405,7114280.392416128,0.0,0.0,0.0,0.0,1044274.7290296531,1543263.146349241,2665423.191689179,1984121.9851563408,7727632.994819433,8930349.406874277,10600970.734088903,9184584.96616442,0.0,0.0,0.0,0.0,939847.2561266877,2386913.666353493,2426375.599175244,1148702.2019326184,9398472.561266877,10799328.905087145,11556640.334594829,11392087.953050762,0.0,0.0,0.0,0.0,1327351.6356249393,1350019.8798765985,2710252.0872577988,1576104.939887984,2327940.5303622093,3008013.0448500453,4190039.892836668,3081636.8279368435,0.0,0.0,0.0,0.0,1543241.4751839365,1670242.968853352,2149142.3688917295,1567280.1641887233,5803711.417433876,7089304.64627894,8389679.617980786,6616792.641838101,0.0,0.0,0.0,0.0,1120089.4867102678,1778651.1917374183,2592060.3189919437,1915407.1425611384,8235455.430583853,8380533.856298636,10620382.522345806,9102509.040067965,0.0,0.0,0.0,0.0,1625775.8202523948,1626319.2853435709,2316358.7366788154,1691331.2968754754,9259448.851103619,10895320.21475597,12841193.278603071,8631689.606961
75.2,0.0,0.0,0.0,0.0,1833187.6853078199,2061682.0590236376,1819907.9005008652,3425814.7731760363,1787811.7525031709,1709528.8710326175,4371196.552578062,2748909.412031517,0.0,0.0,0.0,0.0,1502654.5381649395,1385439.797975603,2809769.1341399946,2202060.817107564,2663259.395321832,6506990.522624153,8345990.732918027,4377429.987947158,0.0,0.0,0.0,0.0,941689.6323484756,2763811.025553371,2716457.806979327,2166827.844033843,6801091.789183437,5417069.610084607,12756396.15854272,10678811.059306573,0.0,0.0,0.0,0.0,433019.15348398144,457136.67595650686,1441348.8984704057,3929295.4639585023,18537500.566829458,15384801.583199931,10597098.851130761,16050576.62247291,0.0,0.0,0.0,0.0,1703283.05317458,1944511.564400044,2446586.5080123306,1565522.5920717116,2819541.768380063,3544785.777440107,4274377.86053069,3687889.1331497664,0.0,0.0,0.0,0.0,1820527.3726424947,1984121.9851563408,2464488.360509982,1077426.307729007,5541049.582606323,6662208.397860065,8751614.12587604,6606117.507243548,0.0,0.0,0.0,0.0,1044274.7290296531,1954799.9853757054,2436958.3466872494,1984121.9851563408,7101068.157401642,8930349.406874277,11075641.065466018,7423157.712379461,0.0,0.0,0.0,0.0,1253129.6748355837,1627441.1361501089,2202402.466943683,1984121.9851563408,13993281.368997352,11206850.750562131,12809770.009430412,10407586.525009338,0.0,0.0,0.0,0.0,989007.1010538762,1505791.4044777444,2439999.03012383,1727008.604345344,2406410.4358800366,2981856.409677437,3982612.1753695062,2410635.2605634984,0.0,0.0,0.0,0.0,1333988.3938030638,1764785.0236941078,2337847.5525017353,1567280.1641887233,5244638.299240704,6562218.798971955,8272341.441505531,6043496.528465847,0.0,0.0,0.0,0.0,1018263.1697366071,1517084.8400113273,2377485.7892740676,1833024.0396552829,8287250.747757337,7807950.797793761,12039938.602065293,10070304.541454501,0.0,0.0,0.0,0.0,1075109.8166185191,1599213.9639211781,2307683.235792378,2025664.2276531856,10305714.258007983,10580653.926965183,13030892.724764254,10044147.906281892
75.3,0.0,0.0,0.0,0.0,1222125.1235385465,1718068.382519698,2161140.6318447776,856453.6932940091,3218061.1545057073,2564293.3065489265,5399713.388478781,4123364.118047275,0.0,0.0,0.0,0.0,2003539.3842199193,923626.5319837352,2148646.984930584,1468040.544738376,5326518.790643664,3718280.2986423727,9736989.188404365,3064200.9915630105,0.0,0.0,0.0,0.0,1412534.4485227135,1381905.5127766854,1358228.9034896635,1805689.8700282024,8161310.147020124,4815172.986741873,9677266.05130827,7766408.043132054,0.0,0.0,0.0,0.0,1299057.4604519445,1371410.0278695207,2722547.9193329886,1071626.035625046,7552315.045745335,8906990.390273646,11991453.96312165,6955249.869738261,0.0,0.0,0.0,0.0,1622174.336356743,1008265.2556148375,2118385.878888725,1352042.2386073873,1775267.0393504105,3353175.7354163174,3773243.9044684717,3010521.741346748,0.0,0.0,0.0,0.0,1213684.9150949966,2192976.9309622715,1754381.5447698175,1740457.8817160884,5967284.165883733,7085205.756454354,7906047.543665795,6606117.507243548,0.0,0.0,0.0,0.0,1879694.5122533755,1131726.3073227769,2284648.450019296,2401831.876768202,7727632.994819433,9218425.1941928,10126300.402711788,8807136.268924786,0.0,0.0,0.0,0.0,626564.8374177918,2061425.4391234713,2314389.0330594634,1775267.0393504105,11278167.073520252,9780524.291399678,12461678.433087194,8579226.730075264,0.0,0.0,0.0,0.0,1119139.614350439,2050991.7405817555,2254682.6480891085,1727008.604345344,2694133.422778737,2877229.8689870005,4156851.458041922,3255600.1972558587,0.0,0.0,0.0,0.0,1595554.7455291545,1575700.9140125962,2495101.8721767394,1736715.8576145314,5537486.123056175,5481692.811992637,8155003.265030275,6927328.0365814045,0.0,0.0,0.0,0.0,1629221.0715785713,1830964.4620826365,2094247.4100464708,1688853.609570036,6785186.5497263195,9629805.983945638,11014703.655601218,9939521.365591455,0.0,0.0,0.0,0.0,996443.2446708226,1572108.642498785,2134173.218063628,1671664.653888551,11090413.313186256,10265987.639174396,12374240.795744779,10671907.15042451
75.4,0.0,0.0,0.0,0.0,305531.2808846366,1718068.382519698,2843606.094532602,856453.6932940091,2502936.453504439,2564293.3065489265,4242631.948090471,2748909.412031517,0.0,0.0,0.0,0.0,2003539.3842199193,1847253.0639674703,2313927.5222329367,1468040.544738376,4261215.032514932,5577420.44796356,7650491.5051748585,7879373.978304883,0.0,0.0,0.0,0.0,2825068.897045427,2763811.025553371,1810971.871319551,1083413.9220169215,6801091.789183437,8426552.72679828,10557017.510518113,11164211.562002325,0.0,0.0,0.0,0.0,1299057.4604519445,2285683.379782534,1761648.6536860513,2143252.071250092,10985185.521084122,9716716.789389431,12270324.98551983,10165365.194232844,0.0,0.0,0.0,0.0,486652.30090702284,1656435.777081519,2625605.032988842,2277123.770286126,2297404.403865237,2490930.5463092644,4185942.4565197104,3462100.0025487603,0.0,0.0,0.0,0.0,910263.6863212474,1566412.0935444795,1754381.5447698175,1574699.9882193182,6180401.457522438,6450709.718562921,7652377.569002721,5488159.159863871,0.0,0.0,0.0,0.0,1670839.566447445,1337494.726836009,2970042.985025085,1461984.6206415144,7936487.940625363,8642273.619555749,10442747.290296532,7800606.409619095,0.0,0.0,0.0,0.0,1879694.5122533755,1518945.0604067682,2389046.743803317,1461984.6206415144,9189617.615460947,11410611.673299624,13645189.792654136,11954660.19764586,0.0,0.0,0.0,0.0,1015033.6037131888,1739448.6913794635,2131138.393399295,2313856.1883461894,2615663.5172609095,3269579.396576137,4057286.1536576846,2907673.4586178283,0.0,0.0,0.0,0.0,1307831.7586304548,1292074.7494903288,2243494.960696732,1630818.5492234011,6655632.359442517,6193258.705857066,8379901.436607849,6473468.613495036,0.0,0.0,0.0,0.0,1374655.2791444196,1621711.3807017638,2257324.0526320566,1565278.9552112531,7924683.527542953,9369540.957352512,10107765.049113767,7977773.727645773,0.0,0.0,0.0,0.0,1284887.3418123766,1355266.0711196424,2307683.235792378,1514331.5099931583,8317809.984889692,11406652.932415998,12067803.228869023,12032052.179400181
75.5,0.0,0.0,0.0,0.0,2749781.5279617296,343613.6765039396,2957350.338313906,1712907.3865880182,1430249.4020025365,2564293.3065489265,4242631.948090471,3779750.4415433356,0.0,0.0,0.0,0.0,1001769.6921099597,461813.2659918676,1983366.4476282315,1101030.408553782,5326518.790643664,6971775.55995445,9910863.995340157,7879373.978304883,0.0,0.0,0.0,0.0,1883379.2646969513,460635.1709255618,2716457.806979327,1083413.9220169215,12241965.220530186,12037932.466854684,11436768.969727956,8737209.04852356,0.0,0.0,0.0,0.0,433019.15348398144,914273.3519130137,2402248.164117343,357208.67854168196,8238889.140813092,12145895.98673679,10318227.828732584,11235403.63573104,0.0,0.0,0.0,0.0,729978.4513605343,1440378.936592625,2118385.878888725,1494362.47425027,2192976.9309622715,3065760.672380633,4244899.39252703,1956839.131875386,0.0,0.0,0.0,0.0,1213684.9150949966,1984121.9851563408,2130320.4472204926,1491821.0414709328,6073842.811703085,5710464.341022912,7694655.898113234,6809382.661312579,0.0,0.0,0.0,0.0,1253129.6748355837,1646147.3561058573,2322725.924186284,1670839.566447445,7518778.049013502,7778046.257600176,11550311.396843133,9184584.96616442,0.0,0.0,0.0,0.0,835419.7832237225,1301952.9089200872,1754456.202480561,2088549.4580593063,10651602.236102462,11410611.673299624,11904731.910938047,10266943.463860562,0.0,0.0,0.0,0.0,832848.0850980012,1401943.7214103139,2285568.7117615626,1223996.389487477,2118687.4489813363,2903386.5041596093,4065583.2623563707,3007081.0982286944,0.0,0.0,0.0,0.0,1046265.4069043638,1638728.9505731,2358814.7951250686,1397844.4707629152,5990069.123498267,6377738.752414511,8213672.353267903,6186820.556808909,0.0,0.0,0.0,0.0,1298285.541414174,1621711.3807017638,2137162.315990046,1791832.488202355,9374952.408400489,9213381.941396637,11553609.204383617,9180978.945585793,0.0,0.0,0.0,0.0,1363553.913760073,1653424.6067659636,2246954.7295873156,1455331.5810323858,9154822.310413182,10108654.495279005,12695270.627709854,9468701.93248449
75.6,0.0,0.0,0.0,0.0,611062.5617692732,2061682.0590236376,1478675.169156953,2569361.079882027,2860498.804005073,5983351.048614162,3342679.7166773407,1718068.382519698,0.0,0.0,0.0,0.0,0.0,923626.5319837352,1818085.9103258788,2202060.817107564,6391822.5487723965,7436560.597284745,7128867.084367481,6128401.983126021,0.0,0.0,0.0,0.0,0.0,921270.3418511236,1961886.193929514,1444551.896022562,4760764.252428406,6018966.233427342,11216831.104925497,4854005.026957533,0.0,0.0,0.0,0.0,1732076.6139359258,1371410.0278695207,1761648.6536860513,2500460.749791774,11671759.61615188,12955622.385852575,12828067.030316185,9095326.75273465,0.0,0.0,0.0,0.0,324434.8672713486,1152303.1492741,2058713.037229888,1565522.5920717116,3028396.714185994,2586735.567321159,4156463.9885160504,3085784.7848804165,0.0,0.0,0.0,0.0,910263.6863212474,1775267.0393504105,2339175.393026423,1657578.9349677032,4795139.061870857,6979456.416805782,8244274.176549892,6809382.661312579,0.0,0.0,0.0,0.0,1357557.1477385492,1337494.726836009,2284648.450019296,1253129.6748355837,6892213.21159571,8498235.725896489,12657875.503389737,10316931.05788332,0.0,0.0,0.0,0.0,730992.3103207572,1844433.28763679,2053087.0454559755,1253129.6748355837,5847938.482566058,12633177.209724586,12392060.117818553,9845014.280414237,0.0,0.0,0.0,0.0,1405431.143602877,1557715.2460114597,2192910.5207442017,1274297.6109732636,2327940.5303622093,3217266.1262309183,3891343.979683955,2733710.0892988127,0.0,0.0,0.0,0.0,1360145.0289756728,1827813.0602546115,2400749.2803717367,1863792.6276838873,5830333.946871645,6720344.55316405,7978996.000317391,5971834.514294314,0.0,0.0,0.0,0.0,1120089.4867102678,1595554.7455291545,2317404.920953062,1482895.8523053976,7821092.893195987,8901063.909484886,10948983.466725316,9207135.5807584,0.0,0.0,0.0,0.0,1075109.8166185191,1490792.6782316065,1847881.68881119,1415998.2950585375,11090413.313186256,10501987.355017487,12534755.711727317,12398245.071816709
75.7,0.0,0.0,0.0,0.0,2444250.247077093,2061682.0590236376,1933652.1442821692,1712907.3865880182,3218061.1545057073,3846439.95982339,4885454.970528421,2748909.412031517,0.0,0.0,0.0,0.0,1001769.6921099597,1847253.0639674703,2809769.1341399946,1835050.68092297,5859170.669708031,8830915.709275637,8519865.539853819,5690658.984331305,0.0,0.0,0.0,0.0,0.0,921270.3418511236,2263714.839149439,2527965.8180394834,7481200.96810178,9028449.350141013,13856085.482555024,9222609.551219312,0.0,0.0,0.0,0.0,433019.15348398144,1828546.7038260275,800749.3880391143,2500460.749791774,10298611.426016364,11336169.587621003,9481614.76153805,13375480.518727425,0.0,0.0,0.0,0.0,973304.6018140457,1080284.2024444686,2327240.824694656,1850163.0633574775,2401831.876768202,3257370.714404423,3979593.180494091,2634206.5236784043,0.0,0.0,0.0,0.0,1112544.5055037467,1357557.1477385492,2046778.4688981203,1574699.9882193182,4901697.707690208,5604715.00137434,7736934.227223746,5589791.736898386,0.0,0.0,0.0,0.0,730992.3103207572,1749031.565862473,2094261.0791843547,1670839.566447445,7309923.103207571,9506500.981511325,11075641.065466018,9687849.895817263,0.0,0.0,0.0,0.0,1253129.6748355837,976464.6816900653,2090415.9008279024,1670839.566447445,10233892.3444906,12633177.209724586,11974350.22620669,10548229.586158112,0.0,0.0,0.0,0.0,1041060.1063725015,1479829.483710887,2432277.5142057166,1710241.5305167485,2406410.4358800366,2746446.693123955,3700510.479614166,3131340.6477422765,0.0,0.0,0.0,0.0,1281675.1234578455,1323588.7677705807,2159625.9902033964,1524921.2408322713,5510863.593618404,6614927.383702653,8272341.441505531,6282369.909037619,0.0,0.0,0.0,0.0,1120089.4867102678,1569398.1103565458,2291655.977386917,1256342.3193142952,8649817.967971722,8536692.872254511,10830687.126748692,10096461.17662711,0.0,0.0,0.0,0.0,891554.482073894,1436582.0353868208,2394438.2446567533,1514331.5099931583,9207135.5807584,10855986.928782122,11892696.047797162,9782581.554555802
