# Transmission tube source spectra, Geant4 physics model G4EmLivermorePhysics.
# Tungsten target on a 250 um diamond substrate; simulated for the XCal paper (Optics Express 2025).
# apex_angle_deg: anode apex angle; voltage_kV: tube voltage; target_thickness_um: tungsten thickness;
# energy_keV: bin center; photons: relative photon count per 0.1 keV bin (absolute scale not used).
apex_angle_deg,voltage_kV,target_thickness_um,energy_keV,photons
1.7,80,1,18.7,13400933.38
1.7,80,1,18.8,17180683.83
1.7,80,1,18.9,17867911.18
1.7,80,1,19,13744547.06
1.7,80,1,19.1,11339251.32
1.7,80,1,19.2,15806229.12
1.7,80,1,19.3,13744547.06
1.7,80,1,19.4,15119001.77
1.7,80,1,19.5,14088160.74
1.7,80,1,19.6,18555138.53
1.7,80,1,19.7,11682865
1.7,80,1,19.8,14088160.74
1.7,80,1,19.9,14775388.09
1.7,80,1,20,12370092.35
1.7,80,1,20.1,15462615.44
1.7,80,1,20.2,15119001.77
1.7,80,1,20.3,15119001.77
1.7,80,1,20.4,14775388.09
1.7,80,1,20.5,12713706.03
1.7,80,1,20.6,15119001.77
1.7,80,1,20.7,15119001.77
1.7,80,1,20.8,19929593.24
1.7,80,1,20.9,17180683.83
1.7,80,1,21,15462615.44
1.7,80,1,21.1,16149842.8
1.7,80,1,21.2,16493456.47
1.7,80,1,21.3,12026478.68
1.7,80,1,21.4,11682865
1.7,80,1,21.5,10308410.3
1.7,80,1,21.6,16149842.8
1.7,80,1,21.7,12026478.68
1.7,80,1,21.8,14431774.41
1.7,80,1,21.9,10308410.3
1.7,80,1,22,12370092.35
1.7,80,1,22.1,12370092.35
1.7,80,1,22.2,12713706.03
1.7,80,1,22.3,12370092.35
1.7,80,1,22.4,8933955.589
1.7,80,1,22.5,8246728.236
1.7,80,1,22.6,19242365.88
1.7,80,1,22.7,9964796.619
1.7,80,1,22.8,15806229.12
1.7,80,1,22.9,10308410.3
1.7,80,1,23,12713706.03
1.7,80,1,23.1,12713706.03
1.7,80,1,23.2,13400933.38
1.7,80,1,23.3,13744547.06
1.7,80,1,23.4,15462615.44
1.7,80,1,23.5,13057319.71
1.7,80,1,23.6,11682865
1.7,80,1,23.7,12713706.03
1.7,80,1,23.8,12370092.35
1.7,80,1,23.9,10995637.65
1.7,80,1,24,10652023.97
1.7,80,1,24.1,9277569.266
1.7,80,1,24.2,8246728.236
1.7,80,1,24.3,12370092.35
1.7,80,1,24.4,11682865
1.7,80,1,24.5,8246728.236
1.7,80,1,24.6,10995637.65
1.7,80,1,24.7,9621182.942
1.7,80,1,24.8,12713706.03
1.7,80,1,24.9,12026478.68
1.7,80,1,25,10995637.65
1.7,80,1,25.1,9964796.619
1.7,80,1,25.2,12026478.68
1.7,80,1,25.3,9964796.619
1.7,80,1,25.4,11682865
1.7,80,1,25.5,8590341.913
1.7,80,1,25.6,8246728.236
1.7,80,1,25.7,9621182.942
1.7,80,1,25.8,7903114.56
1.7,80,1,25.9,12370092.35
1.7,80,1,26,12370092.35
1.7,80,1,26.1,7559500.883
1.7,80,1,26.2,8590341.913
1.7,80,1,26.3,12370092.35
1.7,80,1,26.4,10995637.65
1.7,80,1,26.5,7903114.56
1.7,80,1,26.6,11339251.32
1.7,80,1,26.7,8590341.913
1.7,80,1,26.8,6528659.854
1.7,80,1,26.9,8933955.589
1.7,80,1,27,8590341.913
1.7,80,1,27.1,11682865
1.7,80,1,27.2,8246728.236
1.7,80,1,27.3,11339251.32
1.7,80,1,27.4,11682865
1.7,80,1,27.5,10995637.65
1.7,80,1,27.6,14431774.41
1.7,80,1,27.7,10995637.65
1.7,80,1,27.8,14775388.09
1.7,80,1,27.9,10995637.65
1.7,80,1,28,9964796.619
1.7,80,1,28.1,8933955.589
1.7,80,1,28.2,7215887.207
1.7,80,1,28.3,9964796.619
1.7,80,1,28.4,10995637.65
1.7,80,1,28.5,12026478.68
1.7,80,1,28.6,9277569.266
1.7,80,1,28.7,9621182.942
1.7,80,1,28.8,9964796.619
1.7,80,1,28.9,10308410.3
1.7,80,1,29,7559500.883
1.7,80,1,29.1,8933955.589
1.7,80,1,29.2,10652023.97
1.7,80,1,29.3,8246728.236
1.7,80,1,29.4,9277569.266
1.7,80,1,29.5,6872273.53
1.7,80,1,29.6,12370092.35
1.7,80,1,29.7,7903114.56
1.7,80,1,29.8,12026478.68
1.7,80,1,29.9,9621182.942
1.7,80,1,30,7903114.56
1.7,80,1,30.1,9964796.619
1.7,80,1,30.2,11339251.32
1.7,80,1,30.3,7903114.56
1.7,80,1,30.4,7903114.56
1.7,80,1,30.5,9964796.619
1.7,80,1,30.6,8933955.589
1.7,80,1,30.7,7903114.56
1.7,80,1,30.8,9964796.619
1.7,80,1,30.9,8933955.589
1.7,80,1,31,9964796.619
1.7,80,1,31.1,6872273.53
1.7,80,1,31.2,7903114.56
1.7,80,1,31.3,9964796.619
1.7,80,1,31.4,7215887.207
1.7,80,1,31.5,9277569.266
1.7,80,1,31.6,5154205.148
1.7,80,1,31.7,5841432.501
1.7,80,1,31.8,7215887.207
1.7,80,1,31.9,7559500.883
1.7,80,1,32,7903114.56
1.7,80,1,32.1,8933955.589
1.7,80,1,32.2,7215887.207
1.7,80,1,32.3,11339251.32
1.7,80,1,32.4,7559500.883
1.7,80,1,32.5,4466977.795
1.7,80,1,32.6,7559500.883
1.7,80,1,32.7,8590341.913
1.7,80,1,32.8,6528659.854
1.7,80,1,32.9,7215887.207
1.7,80,1,33,9964796.619
1.7,80,1,33.1,7215887.207
1.7,80,1,33.2,7559500.883
1.7,80,1,33.3,6185046.177
1.7,80,1,33.4,7903114.56
1.7,80,1,33.5,8246728.236
1.7,80,1,33.6,6528659.854
1.7,80,1,33.7,5841432.501
1.7,80,1,33.8,7559500.883
1.7,80,1,33.9,9964796.619
1.7,80,1,34,8933955.589
1.7,80,1,34.1,10308410.3
1.7,80,1,34.2,5497818.824
1.7,80,1,34.3,10308410.3
1.7,80,1,34.4,9621182.942
1.7,80,1,34.5,8246728.236
1.7,80,1,34.6,5841432.501
1.7,80,1,34.7,6872273.53
1.7,80,1,34.8,4810591.471
1.7,80,1,34.9,7215887.207
1.7,80,1,35,4466977.795
1.7,80,1,35.1,7215887.207
1.7,80,1,35.2,9277569.266
1.7,80,1,35.3,6528659.854
1.7,80,1,35.4,10308410.3
1.7,80,1,35.5,8590341.913
1.7,80,1,35.6,5841432.501
1.7,80,1,35.7,8933955.589
1.7,80,1,35.8,4810591.471
1.7,80,1,35.9,6185046.177
1.7,80,1,36,3436136.765
1.7,80,1,36.1,6185046.177
1.7,80,1,36.2,9277569.266
1.7,80,1,36.3,7215887.207
1.7,80,1,36.4,8590341.913
1.7,80,1,36.5,4123364.118
1.7,80,1,36.6,7559500.883
1.7,80,1,36.7,6872273.53
1.7,80,1,36.8,5154205.148
1.7,80,1,36.9,5497818.824
1.7,80,1,37,7559500.883
1.7,80,1,37.1,9964796.619
1.7,80,1,37.2,6185046.177
1.7,80,1,37.3,5497818.824
1.7,80,1,37.4,8246728.236
1.7,80,1,37.5,4123364.118
1.7,80,1,37.6,5154205.148
1.7,80,1,37.7,3779750.442
1.7,80,1,37.8,7215887.207
1.7,80,1,37.9,3436136.765
1.7,80,1,38,5154205.148
1.7,80,1,38.1,4466977.795
1.7,80,1,38.2,7903114.56
1.7,80,1,38.3,3779750.442
1.7,80,1,38.4,7559500.883
1.7,80,1,38.5,5497818.824
1.7,80,1,38.6,5841432.501
