# Transmission tube source spectra, Geant4 physics model G4EmStandardPhysics.
# Tungsten target on a 250 um diamond substrate; simulated for the XCal paper (Optics Express 2025).
# apex_angle_deg: anode apex angle; voltage_kV: tube voltage; target_thickness_um: tungsten thickness;
# energy_keV: bin center; photons: relative photon count per 0.1 keV bin (absolute scale not used).
apex_angle_deg,voltage_kV,target_thickness_um,energy_keV,photons
1.7,80,1,29.2,14559263.2
1.7,80,1,29.3,12170634.08
1.7,80,1,29.4,12625611.06
1.7,80,1,29.5,12398122.57
1.7,80,1,29.6,14559263.2
1.7,80,1,29.7,12511866.82
1.7,80,1,29.8,13535565.01
1.7,80,1,29.9,13308076.52
1.7,80,1,30,14218030.47
1.7,80,1,30.1,10578214.67
1.7,80,1,30.2,14445518.96
1.7,80,1,30.3,15127984.42
1.7,80,1,30.4,12056889.84
1.7,80,1,30.5,10919447.4
1.7,80,1,30.6,12511866.82
1.7,80,1,30.7,12625611.06
1.7,80,1,30.8,12739355.3
1.7,80,1,30.9,10236981.94
1.7,80,1,31,13649309.25
1.7,80,1,31.1,13308076.52
1.7,80,1,31.2,13763053.5
1.7,80,1,31.3,9440772.234
1.7,80,1,31.4,11601912.87
1.7,80,1,31.5,10919447.4
1.7,80,1,31.6,11943145.6
1.7,80,1,31.7,9782004.965
1.7,80,1,31.8,11943145.6
1.7,80,1,31.9,13535565.01
1.7,80,1,32,12511866.82
1.7,80,1,32.1,9895749.209
1.7,80,1,32.2,13421820.77
1.7,80,1,32.3,12853099.55
1.7,80,1,32.4,12625611.06
1.7,80,1,32.5,11260680.13
1.7,80,1,32.6,13194332.28
1.7,80,1,32.7,13080588.03
1.7,80,1,32.8,11033191.65
1.7,80,1,32.9,11374424.38
1.7,80,1,33,12966843.79
1.7,80,1,33.1,9440772.234
1.7,80,1,33.2,12170634.08
1.7,80,1,33.3,9440772.234
1.7,80,1,33.4,9554516.478
1.7,80,1,33.5,10919447.4
1.7,80,1,33.6,10691958.92
1.7,80,1,33.7,12170634.08
1.7,80,1,33.8,10123237.7
1.7,80,1,33.9,8758306.771
1.7,80,1,34,11601912.87
1.7,80,1,34.1,11374424.38
1.7,80,1,34.2,10691958.92
1.7,80,1,34.3,9668260.721
1.7,80,1,34.4,11488168.62
1.7,80,1,34.5,11601912.87
1.7,80,1,34.6,11829401.35
1.7,80,1,34.7,10919447.4
1.7,80,1,34.8,9782004.965
1.7,80,1,34.9,8872051.015
1.7,80,1,35,9668260.721
1.7,80,1,35.1,13763053.5
1.7,80,1,35.2,9440772.234
1.7,80,1,35.3,10578214.67
1.7,80,1,35.4,9327027.99
1.7,80,1,35.5,9554516.478
1.7,80,1,35.6,9554516.478
1.7,80,1,35.7,11488168.62
1.7,80,1,35.8,11488168.62
1.7,80,1,35.9,8189585.552
1.7,80,1,36,10464470.43
1.7,80,1,36.1,9895749.209
1.7,80,1,36.2,10464470.43
1.7,80,1,36.3,10123237.7
1.7,80,1,36.4,10464470.43
1.7,80,1,36.5,10123237.7
1.7,80,1,36.6,9895749.209
1.7,80,1,36.7,8303329.796
1.7,80,1,36.8,10919447.4
1.7,80,1,36.9,10919447.4
1.7,80,1,37,8985795.259
1.7,80,1,37.1,9327027.99
